data # struct_part # percentage
6969 # R2 # 0.0020602919800290715
6464 # R2 # 0.0001390381090817165
5979 # R2 # 0.0001011186247867029
5216 # R2 # 8.847879668836503e-05
090919 # R2 # 7.583896859002718e-05
0429 # R2 # 0.00035391518675346014
90405 # R2 # 1.2639828098337863e-05
5571 # R2 # 2.5279656196675725e-05
4944 # R2 # 3.791948429501359e-05
90034 # R2 # 1.2639828098337863e-05
71519 # R2 # 2.5279656196675725e-05
1357 # R2 # 0.001276622637932124
7514 # R2 # 5.055931239335145e-05
1223 # R2 # 0.0011249447007520698
5256 # R2 # 0.00012639828098337863
0119 # R2 # 0.00031599570245844657
5168 # R2 # 5.055931239335145e-05
1968 # R2 # 0.0013145421222271376
1985 # R2 # 0.0025406054477659103
7878 # R2 # 0.00031599570245844657
1459 # R2 # 8.847879668836503e-05
0907 # R4 # 0.001418305597579425
35307 # R2 # 1.2639828098337863e-05
0502 # R4 # 0.0012291981845688352
2005 # R4 # 0.03838880484114977
1214 # R2 # 0.0013019022941287998
3456 # R2 # 0.00042975415534348733
3793 # R2 # 8.847879668836503e-05
0278 # R2 # 5.055931239335145e-05
8868 # R2 # 3.791948429501359e-05
1974 # R2 # 0.0017822157618656387
18210 # R2 # 2.5279656196675725e-05
6212 # R2 # 2.5279656196675725e-05
68810 # R2 # 1.2639828098337863e-05
1117 # R2 # 0.000644631233015231
1361 # R2 # 2.5279656196675725e-05
56515 # R2 # 1.2639828098337863e-05
3278 # R2 # 0.0001643177652783922
3039 # R2 # 8.847879668836503e-05
1994 # R2 # 0.0017442962775706251
1027 # R2 # 0.000998546419768691
0616 # R2 # 0.0003286355305567844
1882 # R2 # 7.583896859002718e-05
2809 # R4 # 0.0009455370650529501
19630 # R2 # 1.2639828098337863e-05
2004 # R4 # 0.032904689863842665
8675 # R2 # 0.0007078303735069203
7793 # R2 # 8.847879668836503e-05
0147 # R2 # 0.0001390381090817165
1993 # R2 # 0.0019591733552423688
3711 # R2 # 6.319914049168932e-05
0615 # R2 # 0.00037919484295013587
6612 # R2 # 3.791948429501359e-05
9164 # R2 # 2.5279656196675725e-05
1976 # R2 # 0.002388927510585856
1015 # R2 # 0.0010743853883587184
8495 # R2 # 3.791948429501359e-05
3315 # R2 # 0.0001011186247867029
2299 # R2 # 0.00018959742147506793
1313 # R2 # 0.0016684573089805978
1218 # R2 # 0.0008847879668836503
6678 # R2 # 8.847879668836503e-05
9246 # R2 # 7.583896859002718e-05
0410 # R4 # 0.0011346444780635401
10209 # R2 # 8.847879668836503e-05
5427 # R2 # 3.791948429501359e-05
5107 # R4 # 0.00037821482602118004
2288 # R2 # 0.00022751690577008153
4237 # R2 # 7.583896859002718e-05
1996 # R2 # 0.0014535802313088541
05088 # R2 # 7.583896859002718e-05
1122 # R2 # 0.0009606269354736776
4405 # R4 # 0.00018910741301059002
3376 # R2 # 3.791948429501359e-05
7181 # R2 # 3.791948429501359e-05
1438 # R2 # 0.00015167793718005436
4321 # R2 # 0.001099665044555394
1296 # R2 # 0.0001011186247867029
13098 # R2 # 2.5279656196675725e-05
195568 # R1 # 0.00048262548262548264
2359 # R2 # 0.0001011186247867029
7805 # R4 # 0.00037821482602118004
7717 # R2 # 7.583896859002718e-05
0925 # R2 # 0.00041711432724514944
1701 # R4 # 0.009833585476550681
0223 # R2 # 0.00041711432724514944
1912 # R2 # 0.00018959742147506793
0413 # R2 # 0.0002022372495734058
111222 # R2 # 0.00031599570245844657
1822 # R2 # 7.583896859002718e-05
80719 # R2 # 1.2639828098337863e-05
9999 # R2 # 0.0028060418378310055
90227 # R2 # 1.2639828098337863e-05
101029 # R2 # 1.2639828098337863e-05
11111 # R2 # 0.0036149908361246285
1156 # R2 # 0.0001643177652783922
3108 # R4 # 0.00037821482602118004
1945 # R2 # 0.0005308727801301902
5834 # R2 # 5.055931239335145e-05
6456 # R2 # 8.847879668836503e-05
3095 # R2 # 5.055931239335145e-05
02208 # R2 # 5.055931239335145e-05
42117 # R2 # 1.2639828098337863e-05
1184 # R2 # 0.0001390381090817165
0912 # R2 # 0.0002654363900650951
4273 # R2 # 7.583896859002718e-05
6973 # R2 # 6.319914049168932e-05
1511 # R2 # 0.0001390381090817165
10201 # R2 # 6.319914049168932e-05
1138 # R2 # 0.0007078303735069203
9579 # R2 # 5.055931239335145e-05
78627 # R2 # 1.2639828098337863e-05
48047 # R2 # 2.5279656196675725e-05
02098 # R2 # 7.583896859002718e-05
3110 # R4 # 0.00047276853252647505
7696 # R2 # 3.791948429501359e-05
6455 # R2 # 0.0001390381090817165
5356 # R2 # 3.791948429501359e-05
1987 # R2 # 0.0032863553055678444
7428 # R2 # 2.5279656196675725e-05
1168 # R2 # 8.847879668836503e-05
4654 # R2 # 6.319914049168932e-05
1999 # R2 # 0.0016431776527839222
2639 # R2 # 0.0001390381090817165
1418 # R2 # 7.583896859002718e-05
7265 # R2 # 0.00018959742147506793
1983 # R2 # 0.0027302028692409784
2481 # R2 # 5.055931239335145e-05
28105 # R2 # 1.2639828098337863e-05
080919 # R2 # 5.055931239335145e-05
7664 # R2 # 0.00011375845288504077
1515 # R2 # 0.00045503381154016307
00033 # R2 # 0.0001011186247867029
0908 # R4 # 0.000850983358547655
5683 # R2 # 0.000644631233015231
5531 # R2 # 5.055931239335145e-05
6516 # R2 # 5.055931239335145e-05
0312 # R2 # 0.00017695759337673007
1777 # R2 # 0.00018959742147506793
2324 # R2 # 0.00022751690577008153
0726 # R2 # 0.000278076218163433
2213 # R2 # 8.847879668836503e-05
8019 # R2 # 2.5279656196675725e-05
1967 # R2 # 0.0015926183403905706
1729 # R2 # 0.0001390381090817165
2804 # R4 # 0.000661875945537065
1018 # R2 # 0.000998546419768691
5633 # R2 # 1.2639828098337863e-05
8257 # R2 # 8.847879668836503e-05
0309 # R4 # 0.000850983358547655
1030 # R5 # 0.03988183161004431
5505 # R4 # 0.000661875945537065
2551 # R2 # 2.5279656196675725e-05
8376 # R2 # 5.055931239335145e-05
84211 # R2 # 2.5279656196675725e-05
4498 # R2 # 5.055931239335145e-05
0818 # R2 # 0.00041711432724514944
6223 # R2 # 5.055931239335145e-05
1021 # R2 # 0.0006193515768185552
1164 # R2 # 8.847879668836503e-05
52912 # R2 # 1.2639828098337863e-05
4501 # R4 # 0.00028366111951588503
0728 # R2 # 0.00036655501485179803
1819 # R2 # 0.0003412753586551223
51505 # R2 # 8.847879668836503e-05
0211 # R2 # 0.00017695759337673007
1684 # R2 # 3.791948429501359e-05
1959 # R2 # 0.001112304872653732
1318 # R2 # 0.0001643177652783922
5343 # R2 # 7.583896859002718e-05
5721 # R2 # 2.5279656196675725e-05
0618 # R2 # 0.00025279656196675726
7777 # R2 # 0.002843961322126019
12322 # R2 # 5.055931239335145e-05
7109 # R4 # 0.00047276853252647505
0928 # R2 # 0.0003412753586551223
8755 # R2 # 5.055931239335145e-05
36203 # R2 # 2.5279656196675725e-05
1111 # R2 # 0.0019086140428490172
51823 # R2 # 1.2639828098337863e-05
4841 # R2 # 3.791948429501359e-05
2012 # R2 # 0.000922707451178664
2307 # R4 # 0.0011346444780635401
24922 # R2 # 1.2639828098337863e-05
2323 # R2 # 0.001276622637932124
3228 # R2 # 8.847879668836503e-05
4851 # R2 # 7.583896859002718e-05
3843 # R2 # 5.055931239335145e-05
70047 # R2 # 1.2639828098337863e-05
17038 # R2 # 3.791948429501359e-05
1969 # R2 # 0.0020982114643240853
5243 # R2 # 5.055931239335145e-05
2433 # R2 # 0.00015167793718005436
070103 # R2 # 5.055931239335145e-05
190869 # R1 # 0.00048262548262548264
1319 # R2 # 0.0004676736396385009
8237 # R2 # 3.791948429501359e-05
2976 # R2 # 2.5279656196675725e-05
15217 # R2 # 1.2639828098337863e-05
1413 # R2 # 0.00011375845288504077
7289 # R2 # 0.00012639828098337863
1911512 # R1 # 0.00048262548262548264
1238 # R2 # 0.0002654363900650951
16831 # R2 # 1.2639828098337863e-05
2204 # R4 # 0.00170196671709531
3133 # R2 # 0.0001643177652783922
4865 # R2 # 1.2639828098337863e-05
1311 # R2 # 0.00011375845288504077
9959 # R2 # 0.00012639828098337863
07317 # R2 # 5.055931239335145e-05
1098 # R2 # 0.00015167793718005436
1172 # R2 # 0.0001011186247867029
2001 # R4 # 0.029122541603630862
3218 # R2 # 0.00011375845288504077
54321 # R2 # 0.0006572710611135688
29065 # R2 # 1.2639828098337863e-05
1231 # R2 # 0.0007331100297035961
9488 # R2 # 2.5279656196675725e-05
30604 # R2 # 2.5279656196675725e-05
1415 # R2 # 0.0004044744991468116
7525 # R2 # 7.583896859002718e-05
1125 # R2 # 0.0010617455602603804
51502 # R2 # 1.2639828098337863e-05
1243 # R2 # 0.00017695759337673007
4761 # R2 # 1.2639828098337863e-05
2233 # R2 # 0.00041711432724514944
4444 # R2 # 0.0013398217784238134
0325 # R2 # 0.00030335587436010873
1233 # R2 # 0.001213423497440435
197811 # R1 # 0.00048262548262548264
3495 # R2 # 0.0001011186247867029
4357 # R2 # 2.5279656196675725e-05
12045 # R2 # 2.5279656196675725e-05
55718 # R2 # 1.2639828098337863e-05
0920 # R5 # 0.011816838995568686
1997 # R2 # 0.0011502243569487456
4415 # R2 # 6.319914049168932e-05
1196 # R2 # 0.00012639828098337863
1897 # R2 # 0.00011375845288504077
3154 # R2 # 8.847879668836503e-05
1567 # R2 # 3.791948429501359e-05
7504 # R4 # 0.00028366111951588503
3615 # R2 # 6.319914049168932e-05
1432 # R2 # 0.0001643177652783922
1823 # R2 # 0.00011375845288504077
6684 # R2 # 7.583896859002718e-05
7353 # R2 # 5.055931239335145e-05
0495 # R2 # 6.319914049168932e-05
5338 # R2 # 1.2639828098337863e-05
0126 # R2 # 0.00041711432724514944
8825 # R2 # 5.055931239335145e-05
7105 # R4 # 0.00018910741301059002
3385 # R2 # 6.319914049168932e-05
3825 # R2 # 0.00017695759337673007
5386 # R2 # 6.319914049168932e-05
3636 # R2 # 0.000278076218163433
1114 # R2 # 0.0005687922644252038
9267 # R2 # 7.583896859002718e-05
8178 # R2 # 8.847879668836503e-05
2303 # R4 # 0.000661875945537065
7001 # R4 # 0.00047276853252647505
8388 # R2 # 8.847879668836503e-05
4499 # R2 # 0.0001390381090817165
101211 # R2 # 1.2639828098337863e-05
1230 # R5 # 0.0723781388478582
1988 # R2 # 0.002591164760159262
0412 # R2 # 0.0001643177652783922
65325 # R2 # 1.2639828098337863e-05
1385 # R2 # 0.00011375845288504077
1517 # R2 # 0.00017695759337673007
1972 # R2 # 0.001845414902357328
1673 # R2 # 2.5279656196675725e-05
60809 # R2 # 2.5279656196675725e-05
0730 # R5 # 0.011816838995568686
6701 # R4 # 0.00018910741301059002
6543 # R2 # 0.0015799785122922328
1710 # R4 # 0.0009455370650529501
6666 # R2 # 0.001377741262718827
500420 # R2 # 1.2639828098337863e-05
7852 # R2 # 2.5279656196675725e-05
7429 # R2 # 0.0001011186247867029
0715 # R2 # 0.00036655501485179803
10312 # R2 # 5.055931239335145e-05
33119 # R2 # 8.847879668836503e-05
1843 # R2 # 0.0001390381090817165
1215 # R2 # 0.0008974277949819882
1861 # R2 # 5.055931239335145e-05
8338 # R2 # 0.00011375845288504077
7979 # R2 # 0.00029071604626177084
1031 # R2 # 0.0007078303735069203
1995 # R2 # 0.0013524616065221512
11225 # R2 # 0.00011375845288504077
20045 # R2 # 2.5279656196675725e-05
84729 # R2 # 3.791948429501359e-05
6565 # R2 # 0.0002022372495734058
7597 # R2 # 7.583896859002718e-05
1414 # R2 # 0.0007331100297035961
2112 # R2 # 0.0014409404032105163
4313 # R2 # 6.319914049168932e-05
0805 # R4 # 0.0022692889561270802
2008 # R4 # 0.1002269288956127
04058 # R2 # 6.319914049168932e-05
11130 # R2 # 8.847879668836503e-05
7442 # R2 # 1.2639828098337863e-05
45329 # R2 # 1.2639828098337863e-05
7542 # R2 # 6.319914049168932e-05
1984 # R2 # 0.00313467736838779
24105 # R2 # 1.2639828098337863e-05
080403 # R2 # 1.2639828098337863e-05
6686 # R2 # 7.583896859002718e-05
06108 # R2 # 5.055931239335145e-05
1971 # R2 # 0.0014409404032105163
7426 # R2 # 5.055931239335145e-05
09130 # R2 # 2.5279656196675725e-05
19810105 # R1 # 0.00048262548262548264
1436 # R2 # 0.0001390381090817165
198161 # R1 # 0.00048262548262548264
6158 # R2 # 6.319914049168932e-05
6365 # R2 # 6.319914049168932e-05
2863 # R2 # 8.847879668836503e-05
6936 # R2 # 1.2639828098337863e-05
201412 # R1 # 0.00048262548262548264
1123 # R2 # 0.0020982114643240853
40422 # R2 # 1.2639828098337863e-05
30219 # R2 # 2.5279656196675725e-05
1355 # R2 # 0.0001390381090817165
1236 # R2 # 0.0008089489982936232
0555 # R2 # 0.0001011186247867029
5482 # R2 # 5.055931239335145e-05
2185 # R2 # 7.583896859002718e-05
7219 # R2 # 0.0001011186247867029
0824 # R2 # 0.00031599570245844657
52307 # R2 # 1.2639828098337863e-05
13107 # R2 # 2.5279656196675725e-05
5852 # R2 # 5.055931239335145e-05
1265 # R2 # 0.0001643177652783922
1964 # R2 # 0.0012513429817354485
3699 # R2 # 0.00011375845288504077
1879 # R2 # 3.791948429501359e-05
0614 # R2 # 0.00031599570245844657
1067 # R2 # 0.0001390381090817165
2279 # R2 # 0.00012639828098337863
4302 # R4 # 0.00037821482602118004
0829 # R2 # 0.00037919484295013587
1776 # R2 # 0.0005055931239335145
090801 # R2 # 2.5279656196675725e-05
0558 # R2 # 7.583896859002718e-05
6807 # R4 # 0.00028366111951588503
4128 # R2 # 8.847879668836503e-05
3215 # R2 # 5.055931239335145e-05
41619 # R2 # 1.2639828098337863e-05
2638 # R2 # 6.319914049168932e-05
2173 # R2 # 3.791948429501359e-05
2007 # R4 # 0.06297276853252648
2114 # R2 # 5.055931239335145e-05
0846 # R2 # 5.055931239335145e-05
2014 # R2 # 0.00018959742147506793
1593 # R2 # 0.0003412753586551223
3655 # R2 # 8.847879668836503e-05
3210 # R4 # 0.0011346444780635401
0204 # R4 # 0.00170196671709531
1105 # R4 # 0.003309379727685325
1119 # R2 # 0.0008215888263919611
01027 # R2 # 2.5279656196675725e-05
9696 # R2 # 0.0002401567338684194
12107 # R2 # 5.055931239335145e-05
04027 # R2 # 6.319914049168932e-05
1832 # R2 # 5.055931239335145e-05
9977 # R2 # 0.0001390381090817165
2115 # R2 # 0.00011375845288504077
68322 # R2 # 1.2639828098337863e-05
1597 # R2 # 0.0006825507173102446
9582 # R2 # 1.2639828098337863e-05
12312 # R2 # 0.0020982114643240853
2993 # R2 # 0.00012639828098337863
33730 # R2 # 1.2639828098337863e-05
9876 # R2 # 0.001289262466030462
1991 # R2 # 0.0020476521519307337
4199 # R2 # 3.791948429501359e-05
3598 # R2 # 8.847879668836503e-05
6924 # R2 # 6.319914049168932e-05
13081 # R2 # 1.2639828098337863e-05
6065 # R2 # 5.055931239335145e-05
82219 # R2 # 1.2639828098337863e-05
3808 # R4 # 0.00028366111951588503
1009 # R4 # 0.0017965204236006051
24601 # R2 # 0.00022751690577008153
71314 # R2 # 2.5279656196675725e-05
2344 # R2 # 0.00012639828098337863
21211 # R2 # 2.5279656196675725e-05
01218 # R2 # 7.583896859002718e-05
7119 # R2 # 0.0001643177652783922
9005 # R4 # 0.00037821482602118004
7197 # R2 # 6.319914049168932e-05
2529 # R2 # 0.00012639828098337863
7894 # R2 # 0.0005814320925235417
10107 # R2 # 7.583896859002718e-05
1918 # R2 # 0.00018959742147506793
1254 # R2 # 0.0003286355305567844
3123 # R2 # 0.00017695759337673007
4891 # R2 # 0.0001011186247867029
0277 # R2 # 6.319914049168932e-05
6288 # R2 # 0.00012639828098337863
8625 # R2 # 7.583896859002718e-05
2923 # R2 # 5.055931239335145e-05
2585 # R2 # 6.319914049168932e-05
40118 # R2 # 1.2639828098337863e-05
2713 # R2 # 0.0001011186247867029
8813 # R2 # 5.055931239335145e-05
5655 # R2 # 7.583896859002718e-05
1368 # R2 # 0.00011375845288504077
7027 # R2 # 3.791948429501359e-05
56610 # R2 # 1.2639828098337863e-05
1505 # R4 # 0.0007564296520423601
0916 # R2 # 0.00031599570245844657
0922 # R2 # 0.0001643177652783922
1919 # R2 # 0.0004803134677368388
9472 # R2 # 2.5279656196675725e-05
500000 # R6 # 0.012048192771084338
781011 # R2 # 1.2639828098337863e-05
6322 # R2 # 2.5279656196675725e-05
07042 # R2 # 1.2639828098337863e-05
3112 # R2 # 7.583896859002718e-05
2037 # R2 # 2.5279656196675725e-05
030304 # R2 # 2.5279656196675725e-05
8286 # R2 # 6.319914049168932e-05
45217 # R2 # 1.2639828098337863e-05
0822 # R2 # 0.00021487707767174367
1020 # R5 # 0.09010339734121123
1309 # R4 # 0.001418305597579425
2136 # R2 # 0.0001011186247867029
2726 # R2 # 8.847879668836503e-05
01016 # R2 # 2.5279656196675725e-05
1022 # R2 # 0.0008215888263919611
2138 # R2 # 0.00017695759337673007
9345 # R2 # 7.583896859002718e-05
8484 # R2 # 0.00025279656196675726
4249 # R2 # 5.055931239335145e-05
7131 # R2 # 1.2639828098337863e-05
62219 # R2 # 2.5279656196675725e-05
18712 # R2 # 2.5279656196675725e-05
1028 # R2 # 0.0008974277949819882
85027 # R2 # 2.5279656196675725e-05
3257 # R2 # 0.00015167793718005436
08223 # R2 # 2.5279656196675725e-05
91405 # R2 # 1.2639828098337863e-05
2748 # R2 # 7.583896859002718e-05
2645 # R2 # 8.847879668836503e-05
197511 # R1 # 0.0009652509652509653
60708 # R2 # 2.5279656196675725e-05
41510 # R2 # 3.791948429501359e-05
0303 # R4 # 0.001040090771558245
0103 # R4 # 0.0015128593040847202
5535 # R2 # 0.00011375845288504077
03024 # R2 # 1.2639828098337863e-05
5210 # R4 # 0.00018910741301059002
12731 # R2 # 1.2639828098337863e-05
1297 # R2 # 8.847879668836503e-05
7195 # R2 # 7.583896859002718e-05
5454 # R2 # 0.00041711432724514944
1102 # R4 # 0.00208018154311649
7653 # R2 # 3.791948429501359e-05
77720 # R2 # 1.2639828098337863e-05
000000 # R6 # 0.3453815261044177
1913305 # R1 # 0.00048262548262548264
2266 # R2 # 0.0001390381090817165
3213 # R2 # 0.00029071604626177084
1421 # R2 # 0.00011375845288504077
3226 # R2 # 6.319914049168932e-05
1314 # R2 # 0.00041711432724514944
0525 # R2 # 0.000278076218163433
2695 # R2 # 0.0001011186247867029
1200 # R5 # 0.051698670605613
21131 # R2 # 1.2639828098337863e-05
99111 # R2 # 2.5279656196675725e-05
3368 # R2 # 0.00011375845288504077
07038 # R2 # 3.791948429501359e-05
05066 # R2 # 7.583896859002718e-05
02218 # R2 # 3.791948429501359e-05
1975 # R2 # 0.0023762876824875183
9742 # R2 # 2.5279656196675725e-05
3619 # R2 # 0.0001011186247867029
21044 # R2 # 1.2639828098337863e-05
20094 # R2 # 1.2639828098337863e-05
3557 # R2 # 5.055931239335145e-05
7874 # R2 # 0.0001011186247867029
2178 # R2 # 0.00011375845288504077
5264 # R2 # 0.0001011186247867029
4493 # R2 # 5.055931239335145e-05
5262 # R2 # 7.583896859002718e-05
200520 # R2 # 3.791948429501359e-05
3618 # R2 # 7.583896859002718e-05
2488 # R2 # 0.00011375845288504077
2222 # R2 # 0.0009732667635720154
6199 # R2 # 8.847879668836503e-05
16104 # R2 # 1.2639828098337863e-05
6345 # R2 # 7.583896859002718e-05
3363 # R2 # 0.0001643177652783922
5366 # R2 # 0.0001011186247867029
0603 # R4 # 0.00037821482602118004
202003 # R3 # 0.10526315789473684
2105 # R4 # 0.00132375189107413
9714 # R2 # 3.791948429501359e-05
52607 # R2 # 2.5279656196675725e-05
6627 # R2 # 3.791948429501359e-05
0624 # R2 # 0.00042975415534348733
00301 # R2 # 1.2639828098337863e-05
0516 # R2 # 0.0001390381090817165
6182 # R2 # 5.055931239335145e-05
9599 # R2 # 6.319914049168932e-05
4931 # R2 # 5.055931239335145e-05
2224 # R2 # 0.0001390381090817165
1982827 # R1 # 0.00048262548262548264
1981 # R2 # 0.0026543639006509512
0710 # R4 # 0.0007564296520423601
2828 # R2 # 0.00045503381154016307
9738 # R2 # 5.055931239335145e-05
28502 # R2 # 2.5279656196675725e-05
8671 # R2 # 1.2639828098337863e-05
150420 # R2 # 2.5279656196675725e-05
2525 # R2 # 0.0009606269354736776
5782 # R2 # 8.847879668836503e-05
2276 # R2 # 0.00011375845288504077
0115 # R2 # 0.00029071604626177084
11209 # R2 # 0.0001390381090817165
9118 # R2 # 6.319914049168932e-05
6677 # R2 # 0.00018959742147506793
5886 # R2 # 5.055931239335145e-05
7045 # R2 # 0.0001011186247867029
2304 # R4 # 0.0005673222390317701
121212 # R2 # 0.0009859065916703533
6942 # R2 # 7.583896859002718e-05
1998 # R2 # 0.001377741262718827
0619 # R2 # 0.00036655501485179803
00000000 # R6 # 0.10040160642570281
28128 # R2 # 5.055931239335145e-05
10029 # R2 # 6.319914049168932e-05
4125 # R2 # 7.583896859002718e-05
5317 # R2 # 0.00011375845288504077
710210 # R2 # 1.2639828098337863e-05
8129 # R2 # 7.583896859002718e-05
3514 # R2 # 2.5279656196675725e-05
0423 # R2 # 0.00035391518675346014
4311 # R2 # 2.5279656196675725e-05
5984 # R2 # 2.5279656196675725e-05
01038 # R2 # 6.319914049168932e-05
382000 # R6 # 0.004016064257028112
2722 # R2 # 3.791948429501359e-05
1375 # R2 # 0.00012639828098337863
0776 # R2 # 6.319914049168932e-05
6282 # R2 # 3.791948429501359e-05
1023 # R2 # 0.0013651014346204892
3435 # R2 # 0.00011375845288504077
0720 # R5 # 0.011816838995568686
4673 # R2 # 0.0001011186247867029
99301 # R2 # 1.2639828098337863e-05
90210 # R2 # 0.0005055931239335145
7018 # R2 # 1.2639828098337863e-05
1113 # R2 # 0.0004803134677368388
110719 # R2 # 6.319914049168932e-05
203259 # R1 # 0.00048262548262548264
2557 # R2 # 8.847879668836503e-05
9496 # R2 # 0.0001011186247867029
